"Date","Flow Rate","Quality code","Quality code description"
"2015-12-02 09:00","9155.221","7",""
"2015-12-03 09:00","9321.294","7",""
"2015-12-04 09:00","9449.722","7",""
"2015-12-05 09:00","9636.986","7",""
"2015-12-06 09:00","10311.166","7",""
"2015-12-07 09:00","10168.915","7",""
"2015-12-08 09:00","10779.771","7",""
"2015-12-09 09:00","12118.931","7",""
"2015-12-10 09:00","11641.166","7",""
"2015-12-11 09:00","11010.961","7",""
"2015-12-12 09:00","9899.884","5",""
"2015-12-13 09:00","8404.315","5",""
"2015-12-14 09:00","8780.275","5",""
"2015-12-15 09:00","9669.397","5",""
"2015-12-16 09:00","10687.001","5",""
"2015-12-17 09:00","10081.202","5",""
"2015-12-18 09:00","9799.651","5",""
"2015-12-19 09:00","9906.579","5",""
"2015-12-20 09:00","12038.817","5",""
"2015-12-21 09:00","11497.31","5",""
"2015-12-22 09:00","11114.184","5",""
"2015-12-23 09:00","11140.035","5",""
"2015-12-24 09:00","10392.763","5",""
"2015-12-25 09:00","9110.68","5",""
"2015-12-26 09:00","9853.064","5",""
"2015-12-27 09:00","9488.365","5",""
"2015-12-28 09:00","9053.521","5",""
"2015-12-29 09:00","7351.488","5",""
"2015-12-30 09:00","6539.912","5",""
"2015-12-31 09:00","7950.949","5",""
"2016-01-01 09:00","8392.274","5",""
"2016-01-02 09:00","9123.399","5",""
"2016-01-03 09:00","9136.123","5",""
"2016-01-04 09:00","9649.946","5",""
"2016-01-05 09:00","10135.148","5",""
"2016-01-06 09:00","10399.573","5",""
"2016-01-07 09:00","10331.544","5",""
"2016-01-08 09:00","10304.377","5",""
"2016-01-09 09:00","10270.452","5",""
"2016-01-10 09:00","10501.91","5",""
"2016-01-11 09:00","10875.921","5",""
"2016-01-12 09:00","11217.697","5",""
"2016-01-13 09:00","11211.219","5",""
"2016-01-14 09:00","11224.176","5",""
"2016-01-15 09:00","12226.001","5",""
"2016-01-16 09:00","12605.312","5",""
"2016-01-17 09:00","12667.358","5",""
"2016-01-18 09:00","11654.271","5",""
"2016-01-19 09:00","11347.492","5",""
"2016-01-20 09:00","11327.994","5",""
"2016-01-21 09:00","10927.306","5",""
"2016-01-22 09:00","10311.166","5",""
"2016-01-23 09:00","11386.518","5",""
"2016-01-24 09:00","10474.586","5",""
