"Date","River Level","Quality code","Quality code description"
"2015-12-07 09:00","0.497","3",""
"2015-12-08 09:00","0.492","3",""
"2015-12-09 09:00","0.492","3",""
"2015-12-10 09:00","0.492","3",""
"2015-12-12 09:00","0.508","3",""
"2015-12-13 09:00","0.497","3",""
"2015-12-14 09:00","0.484","3",""
"2015-12-15 09:00","0.476","3",""
"2015-12-16 09:00","0.475","3",""
"2015-12-17 09:00","0.47","3",""
"2015-12-18 09:00","0.47","3",""
"2015-12-19 09:00","0.456","3",""
"2015-12-20 09:00","0.443","3",""
"2015-12-21 09:00","0.454","3",""
"2015-12-22 09:00","0.434","3",""
"2015-12-23 09:00","0.444","3",""
"2015-12-24 09:00","0.454","3",""
"2015-12-25 09:00","0.489","3",""
"2015-12-26 09:00","0.508","3",""
"2015-12-27 09:00","0.5","3",""
"2015-12-28 09:00","0.517","3",""
"2015-12-29 09:00","0.499","3",""
"2015-12-30 09:00","0.552","3",""
"2015-12-31 09:00","0.525","3",""
"2016-01-01 09:00","0.503","3",""
"2016-01-02 09:00","0.482","3",""
"2016-01-03 09:00","0.466","3",""
"2016-01-04 09:00","0.459","3",""
"2016-01-05 09:00","0.446","3",""
"2016-01-06 09:00","0.459","3",""
"2016-01-07 09:00","0.473","3",""
"2016-01-08 09:00","0.721","3",""
"2016-01-09 09:00","0.574","3",""
"2016-01-10 09:00","0.525","3",""
"2016-01-11 09:00","0.5","3",""
"2016-01-12 09:00","0.48","3",""
"2016-01-13 09:00","0.455","3",""
"2016-01-14 09:00","0.44","3",""
"2016-01-15 09:00","0.427","3",""
"2016-01-16 09:00","0.417","3",""
"2016-01-17 09:00","0.411","3",""
"2016-01-18 09:00","0.41","3",""
"2016-01-19 09:00","0.395","3",""
"2016-01-20 09:00","0.396","3",""
"2016-01-21 09:00","0.403","3",""
"2016-01-22 09:00","0.401","3",""
"2016-01-23 09:00","0.412","3",""
"2016-01-24 09:00","0.409","3",""
"2016-01-25 09:00","0.423","3",""
"2016-01-26 09:00","0.43","3",""
"2016-01-27 09:00","0.484","3",""
"2016-01-28 09:00","0.458","3",""
"2016-01-29 09:00","0.454","3",""
"2016-01-30 09:00","0.464","3",""
"2016-01-31 09:00","0.522","3",""
"2016-02-01 09:00","0.648","3",""
"2016-02-02 09:00","0.877","3",""
"2016-02-03 09:00","0.826","3",""
"2016-02-04 09:00","0.707","3",""
"2016-02-05 09:00","0.626","3",""
"2016-02-06 09:00","0.58","3",""
"2016-02-07 09:00","0.561","3",""
"2016-02-08 09:00","0.544","3",""
"2016-02-09 09:00","0.515","3",""
"2016-02-10 09:00","0.497","3",""
"2016-02-11 09:00","0.491","3",""
"2016-02-12 09:00","0.48","3",""
"2016-02-13 09:00","0.471","3",""
"2016-02-14 09:00","0.456","3",""
"2016-02-15 09:00","0.444","3",""
"2016-02-16 09:00","0.44","3",""
"2016-02-17 09:00","0.434","3",""
"2016-02-18 09:00","0.423","3",""
"2016-02-19 09:00","0.418","3",""
"2016-02-20 09:00","0.413","3",""
"2016-02-21 09:00","0.389","3",""
"2016-02-22 09:00","0.396","3",""
"2016-02-23 09:00","0.393","3",""
"2016-02-24 09:00","0.377","3",""
"2016-02-25 09:00","0.382","3",""
"2016-02-26 09:00","0.377","3",""
"2016-02-27 09:00","0.368","3",""
"2016-02-28 09:00","0.351","3",""
"2016-02-29 09:00","0.361","3",""
"2016-03-01 09:00","0.362","3",""
"2016-03-02 09:00","0.359","3",""
"2016-03-03 09:00","0.35","3",""
"2016-03-04 09:00","0.355","3",""
"2016-03-05 09:00","0.35","3",""
"2016-03-06 09:00","0.324","3",""
"2016-03-07 09:00","0.328","3",""
"2016-03-08 09:00","0.344","5",""
"2016-03-09 09:00","0.345","5",""
"2016-03-10 09:00","0.345","5",""
"2016-03-11 09:00","0.359","5",""
"2016-03-12 09:00","0.341","5",""
"2016-03-13 09:00","0.339","5",""
"2016-03-14 09:00","0.351","5",""
"2016-03-15 09:00","0.36","5",""
"2016-03-16 09:00","0.443","5",""
"2016-03-17 09:00","0.414","5",""
"2016-03-18 09:00","0.412","5",""
"2016-03-19 09:00","0.448","5",""
"2016-03-20 09:00","0.422","5",""
"2016-03-21 09:00","0.701","5",""
"2016-03-22 09:00","0.601","5",""
"2016-03-23 09:00","0.542","5",""
"2016-03-24 09:00","0.506","5",""
"2016-03-25 09:00","0.485","5",""
"2016-03-26 09:00","0.467","5",""
"2016-03-27 09:00","0.448","5",""
"2016-03-28 09:00","0.44","5",""
"2016-03-29 09:00","0.446","5",""
"2016-03-30 09:00","0.443","5",""
"2016-03-31 09:00","0.436","5",""
"2016-04-01 09:00","0.429","5",""
"2016-04-02 09:00","0.424","5",""
"2016-04-03 09:00","0.415","5",""
"2016-04-04 09:00","0.411","5",""
"2016-04-05 09:00","0.418","5",""
"2016-04-06 09:00","0.415","5",""
"2016-04-07 09:00","0.417","5",""
"2016-04-08 09:00","0.408","5",""
"2016-04-09 09:00","0.407","5",""
"2016-04-10 09:00","0.393","5",""
"2016-04-11 09:00","0.405","5",""
"2016-04-12 09:00","0.406","5",""
"2016-04-13 09:00","0.411","5",""
"2016-04-14 09:00","0.411","5",""
"2016-04-15 09:00","0.409","5",""
"2016-04-16 09:00","0.398","5",""
"2016-04-17 09:00","0.412","5",""
"2016-04-18 09:00","0.411","5",""
"2016-04-19 09:00","0.412","5",""
"2016-04-20 09:00","0.464","5",""
"2016-04-21 09:00","0.514","5",""
"2016-04-22 09:00","0.485","5",""
"2016-04-23 09:00","0.461","5",""
"2016-04-24 09:00","0.44","5",""
"2016-04-25 09:00","0.444","5",""
"2016-04-26 09:00","0.437","5",""
"2016-04-27 09:00","0.443","5",""
"2016-04-28 09:00","0.44","5",""
"2016-04-29 09:00","0.439","5",""
"2016-04-30 09:00","0.435","5",""
"2016-05-01 09:00","0.439","5",""
"2016-05-02 09:00","0.439","5",""
"2016-05-03 09:00","0.449","5",""
"2016-05-04 09:00","0.636","5",""
"2016-05-05 09:00","0.574","3",""
"2016-05-06 09:00","0.536","3",""
"2016-05-07 09:00","0.515","3",""
"2016-05-08 09:00","0.513","3",""
"2016-05-09 09:00","0.536","3",""
"2016-05-10 09:00","0.593","3",""
"2016-05-11 09:00","1.7","3",""
"2016-05-12 09:00","1.497","3",""
"2016-05-13 09:00","1.022","3",""
"2016-05-14 09:00","1.02","3",""
"2016-05-15 09:00","0.901","3",""
"2016-05-16 09:00","0.783","3",""
"2016-05-17 09:00","0.72","3",""
"2016-05-18 09:00","0.686","3",""
"2016-05-19 09:00","0.67","3",""
"2016-05-20 09:00","0.665","3",""
"2016-05-21 09:00","0.645","3",""
"2016-05-22 09:00","0.626","3",""
"2016-05-23 09:00","0.624","3",""
"2016-05-24 09:00","0.612","3",""
"2016-05-25 09:00","0.606","3",""
"2016-05-26 09:00","0.619","3",""
"2016-05-27 09:00","0.623","3",""
"2016-05-28 09:00","0.647","3",""
"2016-05-29 09:00","0.85","3",""
"2016-05-30 09:00","0.757","3",""
"2016-05-31 09:00","0.718","3",""
"2016-06-01 09:00","0.682","3",""
"2016-06-02 09:00","0.658","3",""
"2016-06-03 09:00","0.646","3",""
"2016-06-04 09:00","0.663","3",""
"2016-06-05 09:00","0.682","3",""
"2016-06-06 09:00","0.824","3",""
"2016-06-07 09:00","1.215","3",""
"2016-06-08 09:00","1.104","3",""
"2016-06-09 09:00","1.018","3",""
"2016-06-10 09:00","1.079","3",""
"2016-06-11 09:00","1.22","3",""
"2016-06-12 09:00","1.171","3",""
"2016-06-13 09:00","1.089","3",""
"2016-06-14 09:00","0.96","3",""
"2016-06-15 09:00","0.883","3",""
"2016-06-16 09:00","0.838","3",""
"2016-06-17 09:00","0.813","3",""
"2016-06-18 09:00","0.801","3",""
"2016-06-19 09:00","0.894","3",""
"2016-06-20 09:00","1.295","3",""
"2016-06-21 09:00","1.437","3",""
"2016-06-22 09:00","1.515","3",""
"2016-06-23 09:00","2.031","3",""
"2016-06-24 09:00","2.203","3",""
"2016-06-25 09:00","2.248","3",""
"2016-06-26 09:00","2.381","3",""
"2016-06-27 09:00","1.833","3",""
"2016-06-28 09:00","1.596","3",""
"2016-06-29 09:00","1.403","3",""
"2016-06-30 09:00","1.277","3",""
"2016-07-01 09:00","1.216","3",""
"2016-07-02 09:00","1.551","3",""
"2016-07-03 09:00","1.686","3",""
"2016-07-04 09:00","1.41","3",""
"2016-07-05 09:00","1.291","3",""
"2016-07-06 09:00","1.345","3",""
"2016-07-07 09:00","1.876","3",""
"2016-07-08 09:00","1.779","3",""
"2016-07-09 09:00","1.746","3",""
"2016-07-10 09:00","1.86","3",""
"2016-07-11 09:00","1.735","3",""
"2016-07-12 09:00","1.821","3",""
"2016-07-13 09:00","1.911","3",""
"2016-07-14 09:00","1.785","3",""
"2016-07-15 09:00","1.674","3",""
"2016-07-16 09:00","1.517","3",""
"2016-07-17 09:00","1.411","3",""
"2016-07-18 09:00","1.325","3",""
"2016-07-19 09:00","1.322","3",""
"2016-07-20 09:00","1.426","3",""
"2016-07-21 09:00","1.545","3",""
"2016-07-22 09:00","1.402","5",""
"2016-07-23 09:00","1.65","5",""
"2016-07-24 09:00","2.12","5",""
"2016-07-25 09:00","1.941","5",""
"2016-07-26 09:00","2.414","5",""
"2016-07-27 09:00","2.567","5",""
"2016-07-28 09:00","2.474","5",""
"2016-07-29 09:00","2.503","5",""
"2016-07-30 09:00","2.077","5",""
"2016-07-31 09:00","1.893","5",""
"2016-08-01 09:00","1.766","5",""
"2016-08-02 09:00","1.827","5",""
"2016-08-03 09:00","2.736","5",""
"2016-08-04 09:00","2.42","5",""
"2016-08-05 09:00","1.952","5",""
"2016-08-06 09:00","1.755","5",""
"2016-08-07 09:00","1.644","5",""
"2016-08-08 09:00","1.582","5",""
"2016-08-09 09:00","1.515","5",""
"2016-08-10 09:00","1.458","5",""
"2016-08-11 09:00","1.453","5",""
"2016-08-12 09:00","1.491","5",""
"2016-08-13 09:00","1.357","5",""
"2016-08-14 09:00","1.304","5",""
"2016-08-15 09:00","1.273","5",""
"2016-08-16 09:00","1.233","5",""
"2016-08-17 09:00","1.197","5",""
"2016-08-18 09:00","1.188","5",""
"2016-08-19 09:00","1.187","5",""
"2016-08-20 09:00","1.242","5",""
"2016-08-21 09:00","1.799","5",""
"2016-08-22 09:00","1.676","5",""
"2016-08-23 09:00","1.494","5",""
"2016-08-24 09:00","1.44","5",""
"2016-08-26 09:00","1.298","10",""
"2016-08-27 09:00","1.269","10",""
"2016-08-28 09:00","1.211","10",""
"2016-08-29 09:00","1.159","10",""
"2016-08-30 09:00","1.1","10",""
"2016-08-31 09:00","1.123","7",""
"2016-09-01 09:00","1.403","7",""
"2016-09-02 09:00","1.984","7",""
"2016-09-03 09:00","2.286","7",""
"2016-09-04 09:00","3.117","7",""
"2016-09-05 09:00","2.505","7",""
"2016-09-06 09:00","2.021","7",""
"2016-09-07 09:00","1.788","7",""
"2016-09-08 09:00","1.646","7",""
"2016-09-09 09:00","1.556","7",""
"2016-09-10 09:00","2.887","7",""
"2016-09-11 09:00","4.124","7",""
"2016-09-12 09:00","3.041","7",""
"2016-09-13 09:00","2.369","7",""
"2016-09-14 09:00","2.016","7",""
"2016-09-15 09:00","2.404","7",""
"2016-09-16 09:00","2.915","7",""
"2016-09-17 09:00","2.615","7",""
"2016-09-18 09:00","2.12","7",""
"2016-09-19 09:00","2.04","7",""
"2016-09-20 09:00","2.119","7",""
"2016-09-21 09:00","1.883","7",""
"2016-09-22 09:00","2.455","7",""
"2016-09-23 09:00","2.364","7",""
"2016-09-24 09:00","1.966","7",""
"2016-09-25 09:00","1.797","7",""
"2016-09-26 09:00","1.72","7",""
"2016-09-27 09:00","1.694","7",""
"2016-09-28 09:00","1.599","7",""
"2016-09-29 09:00","1.627","7",""
"2016-09-30 09:00","2.541","7",""
"2016-10-01 09:00","4.406","7",""
"2016-10-02 09:00","3.916","7",""
"2016-10-03 09:00","3.341","7",""
"2016-10-04 09:00","4.172","7",""
"2016-10-05 09:00","3.483","7",""
"2016-10-06 09:00","3.116","7",""
"2016-10-07 09:00","2.465","7",""
"2016-10-08 09:00","2.121","7",""
"2016-10-09 09:00","1.923","7",""
"2016-10-10 09:00","1.827","7",""
"2016-10-11 09:00","1.763","7",""
"2016-10-12 09:00","1.815","7",""
"2016-10-13 09:00","1.663","7",""
"2016-10-14 09:00","1.618","7",""
"2016-10-15 09:00","1.522","7",""
"2016-10-16 09:00","1.473","7",""
"2016-10-17 09:00","1.464","7",""
"2016-10-18 09:00","1.614","7",""
"2016-10-19 09:00","1.633","7",""
"2016-10-20 09:00","1.553","7",""
"2016-10-21 09:00","1.429","7",""
"2016-10-22 09:00","1.342","7",""
"2016-10-23 09:00","1.299","7",""
"2016-10-24 09:00","1.308","7",""
"2016-10-25 09:00","1.278","7",""
"2016-10-26 09:00","1.208","7",""
"2016-10-27 09:00","1.189","7",""
"2016-10-28 09:00","1.178","7",""
"2016-10-29 09:00","1.139","7",""
"2016-10-30 09:00","1.113","7",""
"2016-10-31 09:00","1.117","7",""
"2016-11-01 09:00","1.165","7",""
"2016-11-02 09:00","1.111","6",""
"2016-11-03 09:00","1.071","6",""
"2016-11-04 09:00","1.049","6",""
"2016-11-05 09:00","1.025","6",""
"2016-11-06 09:00","1.007","6",""
"2016-11-07 09:00","0.998","6",""
"2016-11-08 09:00","0.996","6",""
"2016-11-09 09:00","0.993","6",""
"2016-11-10 09:00","1.006","6",""
"2016-11-11 09:00","0.987","6",""
"2016-11-12 09:00","0.974","6",""
"2016-11-13 09:00","0.993","6",""
"2016-11-14 09:00","1.092","6",""
"2016-11-15 09:00","1.394","5",""
"2016-11-16 09:00","1.309","5",""
"2016-11-17 09:00","1.06","5",""
"2016-11-18 09:00","0.966","5",""
"2016-11-19 09:00","0.919","5",""
"2016-11-20 09:00","0.899","10",""
"2016-11-21 09:00","0.87","10",""
"2016-11-22 09:00","0.852","10",""
"2016-11-23 09:00","0.85","10",""
"2016-11-24 09:00","0.846","10",""
"2016-11-25 09:00","0.872","10",""
"2016-11-26 09:00","0.87","10",""
"2016-11-27 09:00","0.831","10",""
"2016-11-28 09:00","0.796","10",""
"2016-11-29 09:00","0.785","10",""
"2016-11-30 09:00","0.778","10",""
"2016-12-01 09:00","0.769","10",""
"2016-12-02 09:00","0.778","10",""
"2016-12-03 09:00","0.743","10",""
"2016-12-04 09:00","0.72","10",""
"2016-12-05 09:00","0.705","10",""
"2016-12-06 09:00","0.712","10",""
"2016-12-07 09:00","0.756","10",""
"2016-12-08 09:00","0.835","10",""
"2016-12-09 09:00","0.81","10",""
"2016-12-10 09:00","0.722","8",""
"2016-12-11 09:00","0.712","8",""
"2016-12-12 09:00","0.699","8",""
"2016-12-13 09:00","0.706","8",""
"2016-12-14 09:00","0.668","8",""
"2016-12-15 09:00","0.673","8",""
"2016-12-16 09:00","0.703","8",""
"2016-12-17 09:00","0.735","8",""
"2016-12-18 09:00","0.781","8",""
"2016-12-19 09:00","0.776","8",""
"2016-12-20 09:00","0.711","8",""
"2016-12-21 09:00","0.681","8",""
"2016-12-22 09:00","0.648","8",""
"2016-12-23 09:00","0.654","8",""
"2016-12-24 09:00","0.631","8",""
"2016-12-25 09:00","0.628","8",""
"2016-12-26 09:00","0.624","8",""
"2016-12-27 09:00","0.648","8",""
"2016-12-28 09:00","0.639","8",""
"2016-12-29 09:00","0.621","8",""
"2016-12-30 09:00","0.64","8",""
"2016-12-31 09:00","0.632","8",""
"2017-01-01 09:00","0.714","8",""
"2017-01-02 09:00","0.732","8",""
"2017-01-03 09:00","0.675","8",""
"2017-01-04 09:00","0.627","8",""
"2017-01-05 09:00","0.603","8",""
"2017-01-06 09:00","0.605","8",""
"2017-01-07 09:00","0.594","8",""
"2017-01-08 09:00","0.582","8",""
"2017-01-09 09:00","0.574","8",""
"2017-01-10 09:00","0.576","8",""
"2017-01-11 09:00","0.589","8",""
"2017-01-12 09:00","0.604","8",""
"2017-01-13 09:00","0.585","8",""
"2017-01-14 09:00","0.567","8",""
"2017-01-15 09:00","0.572","8",""
"2017-01-16 09:00","0.615","8",""
"2017-01-17 09:00","0.629","8",""
"2017-01-18 09:00","0.588","8",""
"2017-01-19 09:00","0.546","8",""
"2017-01-20 09:00","0.546","10",""
"2017-01-21 09:00","0.551","10",""
