"Date","Flow Rate","Quality code","Quality code description"
"2015-03-14 09:00","18.011","3","3: RATINGS/TS - No data in the period have been adjusted from sensing system measurement in any way"
"2015-03-15 09:00","17.549","3","4: TS - Data adjusted during processing"
"2015-03-16 09:00","16.869","3","6: GAUGINGS/TS - Best available gauging; Pre 2024 - Good Gauging to AS3778; TS - Data adjusted during processing"
"2015-03-17 09:00","16.206","3","7: RATINGS/TS - Large uncertainty - data in period not adjusted from sensing system measurement in any way. Good Gauging"
"2015-03-18 09:00","17.321","3","8: TS - Data adjusted during processing"
"2015-03-19 09:00","17.094","3","9: RATINGS/TS - Large uncertainty - data in period not adjusted from sensing system measurement in any way"
"2015-03-20 09:00","16.869","3","10: TS - Data adjusted during processing"
"2015-03-21 09:00","15.773","3","11: TS-Synthetic or Artificial Data. Data which does not relate directly to the measured variable but for which a valid code is required"
"2015-03-22 09:00","17.094","3","51: TS/GAUGINGS - Data Estimated or Indirect measurement"
"2015-03-23 09:00","17.094","3","55: Auto QC - Flat line data"
"2015-03-24 09:00","16.206","3","100: Quality unknown"
"2015-03-25 09:00","16.425","3","125: Auto QC - Passed"
"2015-03-26 09:00","16.425","3","130: Not quality coded - subject to change"
"2015-03-27 09:00","18.011","3","135: Auto QC - Telemetry data where out of Calibration could not be determined"
"2015-03-28 09:00","20.935","3","155: Data outside recordable range; incls values recorded > maximum value measured by the sensor or measuring device"
"2015-03-29 09:00","25.826","3",""
"2015-03-30 09:00","24.685","3",""
"2015-03-31 09:00","22.764","3",""
"2015-04-01 09:00","22.764","3",""
"2015-04-02 09:00","22.497","3",""
"2015-04-03 09:00","21.191","3",""
"2015-04-04 09:00","20.429","3",""
"2015-04-05 09:00","20.681","3",""
"2015-04-06 09:00","21.969","3",""
"2015-04-07 09:00","26.407","3",""
"2015-04-08 09:00","49.13","3",""
"2015-04-09 09:00","49.552","3",""
"2015-04-10 09:00","120.999","3",""
"2015-04-11 09:00","119.733","3",""
"2015-04-12 09:00","91.227","3",""
"2015-04-13 09:00","68.097","3",""
"2015-04-14 09:00","56.154","3",""
"2015-04-15 09:00","49.977","3",""
"2015-04-16 09:00","47.05","3",""
"2015-04-17 09:00","49.13","3",""
"2015-04-18 09:00","50.833","3",""
"2015-04-19 09:00","60.45","3",""
"2015-04-20 09:00","68.097","3",""
"2015-04-21 09:00","175.166","3",""
"2015-04-22 09:00","146.584","3",""
"2015-04-23 09:00","112.306","3",""
"2015-04-24 09:00","89.974","3",""
"2015-04-25 09:00","82.078","3",""
"2015-04-26 09:00","80.901","3",""
"2015-04-27 09:00","105.163","3",""
"2015-04-28 09:00","151.62","3",""
"2015-04-29 09:00","125.492","3",""
"2015-04-30 09:00","101.697","3",""
"2015-05-01 09:00","86.275","3",""
"2015-05-02 09:00","77.433","3",""
"2015-05-03 09:00","72.401","3",""
"2015-05-04 09:00","68.627","3",""
"2015-05-05 09:00","67.046","3",""
"2015-05-06 09:00","64.973","3",""
"2015-05-07 09:00","63.951","3",""
"2015-05-08 09:00","63.444","3",""
"2015-05-09 09:00","63.951","3",""
"2015-05-10 09:00","64.973","3",""
"2015-05-11 09:00","76.864","3",""
"2015-05-12 09:00","82.67","3",""
"2015-05-13 09:00","195.658","3",""
"2015-05-14 09:00","174.375","3",""
"2015-05-15 09:00","136.815","3",""
"2015-05-16 09:00","119.733","3",""
"2015-05-17 09:00","105.748","3",""
"2015-05-18 09:00","96.998","3",""
"2015-05-19 09:00","89.974","3",""
"2015-05-20 09:00","92.491","3",""
"2015-05-21 09:00","108.105","3",""
"2015-05-22 09:00","223.898","3",""
"2015-05-23 09:00","176.756","3",""
"2015-05-24 09:00","136.815","3",""
"2015-05-25 09:00","116.604","3",""
"2015-05-26 09:00","105.163","3",""
"2015-05-27 09:00","98.3","3",""
"2015-05-28 09:00","93.127","3",""
"2015-05-29 09:00","91.227","3",""
"2015-05-30 09:00","91.858","3",""
"2015-05-31 09:00","102.27","3",""
"2015-06-01 09:00","117.85","3",""
"2015-06-02 09:00","109.296","3",""
"2015-06-03 09:00","104","3",""
"2015-06-04 09:00","121.635","3",""
"2015-06-05 09:00","112.915","3",""
"2015-06-06 09:00","105.748","3",""
"2015-06-07 09:00","102.27","3",""
"2015-06-08 09:00","106.923","3",""
"2015-06-09 09:00","104","3",""
"2015-06-10 09:00","99.989","3",""
"2015-06-11 09:00","97.652","3",""
"2015-06-12 09:00","95.697","3",""
"2015-06-13 09:00","95.697","3",""
"2015-06-14 09:00","93.766","3",""
"2015-06-15 09:00","92.491","3",""
"2015-06-16 09:00","96.346","3",""
"2015-06-17 09:00","102.27","3",""
"2015-06-18 09:00","115.366","3",""
"2015-06-19 09:00","885.87","3",""
"2015-06-20 09:00","1797.643","3",""
"2015-06-21 09:00","726.266","3",""
"2015-06-22 09:00","364.271","3",""
"2015-06-23 09:00","255.445","3",""
"2015-06-24 09:00","208.612","3",""
"2015-06-25 09:00","183.2","3",""
"2015-06-26 09:00","168.12","3",""
"2015-06-27 09:00","165.81","3",""
"2015-06-28 09:00","152.348","3",""
"2015-06-29 09:00","140.257","3",""
"2015-06-30 09:00","132.081","3",""
"2015-07-01 09:00","128.103","3",""
"2015-07-02 09:00","124.198","3",""
"2015-07-03 09:00","122.912","3",""
"2015-07-04 09:00","121.635","3",""
"2015-07-05 09:00","124.198","3",""
"2015-07-06 09:00","124.198","3",""
"2015-07-07 09:00","119.733","3",""
"2015-07-08 09:00","117.85","3",""
"2015-07-09 09:00","116.604","3",""
"2015-07-10 09:00","120.365","3",""
"2015-07-11 09:00","117.226","3",""
"2015-07-12 09:00","134.774","3",""
"2015-07-13 09:00","211.262","3",""
"2015-07-14 09:00","714.77","3",""
"2015-07-15 09:00","597.861","3",""
